Giocatore,Giornata,Team,Role,Score,Prob_Gol,Pred_Gol_Pesata,GolUlt3,Score_norm,GolUlt3_norm,Score_Composito,Etichetta
federico gatti,G38,Juventus,D,8.095254772896249,0.092,0.0986,0,0.8095254772896249,0.0,0.4619427386448124,1.0
gleison bremer,G38,Juventus,D,9.422335055170183,0.077,0.1153,1,0.9422335055170185,0.3333333333333333,0.5954734194251758,1.0
mattia de sciglio,G38,Juventus,D,0.8346374726274851,0.0,0.0,0,0.0834637472627485,0.0,0.0417318736313742,0.0
tiago djalo,G38,Juventus,D,0.8346374726274851,0.0,0.0,0,0.0834637472627485,0.0,0.0417318736313742,0.0
adam marusic,G38,Lazio,D,8.253466333630493,0.0219,0.0611,0,0.8253466333630494,0.0,0.4375733166815246,0.0
alessio romagnoli,G38,Lazio,D,8.571252914841601,0.0,0.0,0,0.8571252914841601,0.0,0.42856264574208,0.0
dimitrije kamenovic,G38,Lazio,D,0.6783870877362242,0.0,0.0,0,0.0678387087736224,0.0,0.0339193543868112,0.0
elseid hysaj,G38,Lazio,D,7.241908296458741,0.0,0.0,0,0.7241908296458741,0.0,0.362095414822937,0.0
luca pellegrini,G38,Lazio,D,5.765148508763369,0.0219,0.0611,0,0.5765148508763369,0.0,0.3131574254381684,0.0
mario gila,G38,Lazio,D,8.083206081342139,0.0,0.0,0,0.8083206081342139,0.0,0.4041603040671069,0.0
nicolo casale,G38,Lazio,D,8.158382669627143,0.0,0.0,0,0.8158382669627142,0.0,0.4079191334813571,0.0
patric,G38,Lazio,D,8.192105518088058,0.0475,0.0878,1,0.8192105518088058,0.3333333333333333,0.5168619425710695,1.0
ahmed touba,G38,Lecce,D,0.3398445871384924,0.0,0.0,0,0.0339844587138492,0.0,0.0169922293569246,0.0
antonino gallo,G38,Lecce,D,6.977015237149951,0.0,0.0,0,0.697701523714995,0.0,0.3488507618574975,0.0
federico baschirotto,G38,Lecce,D,7.677065440708275,0.0,0.0,0,0.7677065440708275,0.0,0.3838532720354137,0.0
kastriot dermaku,G38,Lecce,D,0.3658863179537025,0.0,0.0,0,0.0365886317953702,0.0,0.0182943158976851,0.0
lorenzo venuti,G38,Lecce,D,0.3320320678939293,0.0,0.0,0,0.0332032067893929,0.0,0.0166016033946964,0.0
marin pongracic,G38,Lecce,D,8.323678824851514,0.0,0.0,0,0.8323678824851515,0.0,0.4161839412425757,0.0
mats lemmens,G38,Lecce,D,0.3658863179537025,0.0,0.0,0,0.0365886317953702,0.0,0.0182943158976851,0.0
patrick dorgu,G38,Lecce,D,6.347285600533715,0.0475,0.105,0,0.6347285600533714,0.0,0.3631142800266857,0.0
valentin gendrey,G38,Lecce,D,6.937158063555627,0.0475,0.105,0,0.6937158063555626,0.0,0.3926079031777813,0.0
zinedin smajlovic,G38,Lecce,D,0.3658863179537025,0.0,0.0,0,0.0365886317953702,0.0,0.0182943158976851,0.0
andrea carboni,G38,Monza,D,7.4922497391477085,0.0219,0.0611,0,0.7492249739147708,0.0,0.3995124869573854,0.0
armando anastasio,G38,Monza,D,0.626303626105804,0.0,0.0,0,0.0626303626105804,0.0,0.0313151813052902,0.0
armando izzo,G38,Monza,D,8.306744275643984,0.0,0.0,0,0.8306744275643985,0.0,0.4153372137821992,0.0
danilo d'ambrosio,G38,Monza,D,7.561162631244754,0.0,0.0,0,0.7561162631244753,0.0,0.3780581315622376,0.0
davide bettella,G38,Monza,D,0.626303626105804,0.0,0.0,0,0.0626303626105804,0.0,0.0313151813052902,0.0
giorgos kyriakopoulos,G38,Monza,D,6.976558669261159,0.0,0.0,0,0.6976558669261159,0.0,0.3488279334630579,0.0
giulio donati,G38,Monza,D,0.6861996069807874,0.0,0.0,0,0.0686199606980787,0.0,0.0343099803490393,0.0
luca caldirola,G38,Monza,D,8.040071088899527,0.0219,0.0611,0,0.8040071088899527,0.0,0.4269035544449763,0.0
mario sampirisi,G38,Monza,D,0.626303626105804,0.0,0.0,0,0.0626303626105804,0.0,0.0313151813052902,0.0
pablo mari,G38,Monza,D,8.778438869281295,0.0,0.0,0,0.8778438869281295,0.0,0.4389219434640647,0.0
pedro pereira,G38,Monza,D,6.607693377818447,0.0,0.0,0,0.6607693377818447,0.0,0.3303846688909223,0.0
samuele birindelli,G38,Monza,D,7.428967495667219,0.0,0.0,0,0.7428967495667219,0.0,0.3714483747833609,0.0
valentin antov,G38,Monza,D,0.626303626105804,0.0,0.0,0,0.0626303626105804,0.0,0.0313151813052902,0.0
amir rrahmani,G38,Napoli,D,9.582109297425967,0.3327,0.1148,1,0.9582109297425968,0.3333333333333333,0.680022131537965,1.0
giovanni di lorenzo,G38,Napoli,D,9.479550247988536,0.0219,0.0611,0,0.9479550247988536,0.0,0.4988775123994268,1.0
juan jesus,G38,Napoli,D,7.896534639952048,0.0219,0.0611,0,0.7896534639952048,0.0,0.4197267319976023,0.0
leo stigard,G38,Napoli,D,7.53023009332436,0.0,0.0,0,0.753023009332436,0.0,0.376511504666218,0.0
mario rui,G38,Napoli,D,6.932105815486654,0.0,0.0,0,0.6932105815486654,0.0,0.3466052907743327,0.0
mathias olivera,G38,Napoli,D,7.444070785795101,0.0219,0.0838,0,0.74440707857951,0.0,0.403913539289755,0.0
natan,G38,Napoli,D,0.2617193946928619,0.0,0.0,0,0.0261719394692861,0.0,0.013085969734643,0.0
pasquale mazzocchi,G38,Napoli,D,6.125828168443989,0.0,0.0,0,0.6125828168443989,0.0,0.3062914084221994,0.0
angelino,G38,Roma,D,0.5638034721492998,0.0,0.0,0,0.0563803472149299,0.0,0.0281901736074649,0.0
chris smalling,G38,Roma,D,0.5768243375569049,0.0,0.0,0,0.0576824337556904,0.0,0.0288412168778452,0.0
dean huijsen,G38,Roma,D,0.520834616304203,0.0475,0.0736,0,0.0520834616304203,0.0,0.0623717308152101,0.0
diego llorente,G38,Roma,D,8.54083732812151,0.0219,0.0611,0,0.854083732812151,0.0,0.4519418664060755,1.0
evan n'dicka,G38,Roma,D,7.998016955194764,0.0,0.0,0,0.7998016955194764,0.0,0.3999008477597382,0.0
gianluca mancini,G38,Roma,D,8.507971483578835,0.1104,0.0986,0,0.8507971483578836,0.0,0.4880985741789417,1.0
leonardo spinazzola,G38,Roma,D,6.736114353372167,0.0219,0.0611,0,0.6736114353372167,0.0,0.3617057176686083,0.0
lovro golic,G38,Roma,D,0.5742201644753837,0.0,0.0,0,0.0574220164475383,0.0,0.0287110082237691,0.0
mehmet zeki celik,G38,Roma,D,0.5716159913938628,0.0,0.0,0,0.0571615991393862,0.0,0.0285807995696931,0.0
rasmus kristensen,G38,Roma,D,6.474366201095471,0.0219,0.0611,0,0.6474366201095471,0.0,0.3486183100547735,0.0
rick karsdorp,G38,Roma,D,0.6666683088693798,0.0,0.0,0,0.0666668308869379,0.0,0.0333334154434689,0.0
alessandro zanoli,G38,Salernitana,D,5.317493567321279,0.0,0.0,0,0.5317493567321279,0.0,0.2658746783660639,0.0
domagoj bradaric,G38,Salernitana,D,6.857367634409743,0.0,0.0,0,0.6857367634409743,0.0,0.3428683817204871,0.0
dylan bronn,G38,Salernitana,D,0.1054690098016011,0.0,0.0,0,0.0105469009801601,0.0,0.00527345049008,0.0
emanuele elia,G38,Salernitana,D,0.1054690098016011,0.0,0.0,0,0.0105469009801601,0.0,0.00527345049008,0.0
federico fazio,G38,Salernitana,D,0.0,0.0219,0.0611,0,0.0,0.0,0.0249,0.0
flavius daniliuc,G38,Salernitana,D,0.0664064135787858,0.0,0.0,0,0.0066406413578785,0.0,0.0033203206789392,0.0
gerardo fusco,G38,Salernitana,D,0.1888025484102735,0.0,0.0,0,0.0188802548410273,0.0,0.0094401274205136,0.0
jerome boateng,G38,Salernitana,D,0.1119794425054036,0.0,0.0,0,0.0111979442505403,0.0,0.0055989721252701,0.0
konstantinos manolas,G38,Salernitana,D,0.1093752694238826,0.0,0.0,0,0.0109375269423882,0.0,0.0054687634711941,0.0
lorenzo pirola,G38,Salernitana,D,6.442527228193719,0.0,0.0,0,0.644252722819372,0.0,0.322126361409686,0.0
marco pellegrino,G38,Salernitana,D,0.0559897212527018,0.0,0.0,0,0.0055989721252701,0.0,0.002799486062635,0.0
niccolo pierozzi,G38,Salernitana,D,0.0065104327038025,0.0219,0.0753,1,0.0006510432703802,0.3333333333333333,0.0961521883018567,0.0
norbert gyomber,G38,Salernitana,D,5.880740505347071,0.0,0.0,0,0.5880740505347071,0.0,0.2940370252673535,0.0
triantafyllos pasalidis,G38,Salernitana,D,0.0351563366005336,0.0,0.0,0,0.0035156336600533,0.0,0.0017578168300266,0.0
filippo missori,G38,Sassuolo,D,0.1718754233803869,0.0,0.0,0,0.0171875423380386,0.0,0.0085937711690193,0.0
gian marco ferrari,G38,Sassuolo,D,6.584827075654534,0.0219,0.0611,0,0.6584827075654534,0.0,0.3541413537827266,0.0
jeremy toljan,G38,Sassuolo,D,6.520620198439282,0.0,0.0,0,0.6520620198439282,0.0,0.3260310099219641,0.0
josh doig,G38,Sassuolo,D,5.493828332522123,0.0,0.0,0,0.5493828332522124,0.0,0.2746914166261062,0.0
kevin miranda,G38,Sassuolo,D,0.1575524714320214,0.0,0.0,0,0.0157552471432021,0.0,0.007877623571601,0.0
marash kumbulla,G38,Sassuolo,D,0.1054690098016011,0.0,0.0,0,0.0105469009801601,0.0,0.00527345049008,0.0
marcus holmgren pedersen,G38,Sassuolo,D,6.129507286303051,0.0,0.0,0,0.6129507286303051,0.0,0.3064753643151525,0.0
martin erlic,G38,Sassuolo,D,6.787276709338567,0.0219,0.0611,0,0.6787276709338567,0.0,0.3642638354669283,0.0
matias vina,G38,Sassuolo,D,0.2018234138178786,0.0,0.0,0,0.0201823413817878,0.0,0.0100911706908939,0.0
mattia viti,G38,Sassuolo,D,0.1341149136983322,0.0,0.0486,0,0.0134114913698332,0.0,0.0212857456849166,0.0
ruan tressoldi,G38,Sassuolo,D,6.502189011163993,0.0,0.0,0,0.6502189011163992,0.0,0.3251094505581996,0.0
adam masina,G38,Torino,D,6.883690278339764,0.0,0.0,0,0.6883690278339765,0.0,0.3441845139169882,0.0
alessandro buongiorno,G38,Torino,D,8.048149317558359,0.077,0.0861,0,0.8048149317558358,0.0,0.4513374658779179,1.0
alessandro dellavalle,G38,Torino,D,0.9388043958883258,0.0,0.0,0,0.0938804395888325,0.0,0.0469402197944162,0.0
brandon soppy,G38,Torino,D,0.9466169151328888,0.0,0.0,0,0.0946616915132888,0.0,0.0473308457566444,0.0
brian bayeye,G38,Torino,D,0.9388043958883258,0.0,0.0,0,0.0938804395888325,0.0,0.0469402197944162,0.0
david zima,G38,Torino,D,0.9388043958883258,0.0,0.0,0,0.0938804395888325,0.0,0.0469402197944162,0.0
koffi djidji,G38,Torino,D,0.8893251073394265,0.0,0.0,0,0.0889325107339426,0.0,0.0444662553669713,0.0
matteo lovato,G38,Torino,D,7.10320062148768,0.0,0.0,0,0.710320062148768,0.0,0.355160031074384,0.0
mergim vojvoda,G38,Torino,D,7.430012109189082,0.0,0.0,0,0.7430012109189083,0.0,0.3715006054594541,0.0
perr schuurs,G38,Torino,D,0.914064751613876,0.0219,0.0611,0,0.0914064751613876,0.0,0.0706032375806938,0.0
raoul bellanova,G38,Torino,D,9.29246589541238,0.0219,0.0611,0,0.929246589541238,0.0,0.489523294770619,1.0
ricardo rodriguez,G38,Torino,D,8.475810136385581,0.1109,0.0898,1,0.8475810136385581,0.3333333333333333,0.5506671734859457,1.0
saba sazonov,G38,Torino,D,0.8541687707388927,0.0,0.0,0,0.0854168770738892,0.0,0.0427084385369446,0.0
valentino lazaro,G38,Torino,D,7.532585258218588,0.0,0.0,0,0.7532585258218588,0.0,0.3766292629109294,0.0
wilfried singo,G38,Torino,D,0.9388043958883258,0.0,0.0,0,0.0938804395888325,0.0,0.0469402197944162,0.0
antonio tikvic,G38,Udinese,D,0.4700532412145431,0.0,0.0,0,0.0470053241214543,0.0,0.0235026620607271,0.0
axel guessand,G38,Udinese,D,0.4700532412145431,0.0,0.0,0,0.0470053241214543,0.0,0.0235026620607271,0.0
christian kabasele,G38,Udinese,D,0.3971363949319547,0.0219,0.0611,0,0.0397136394931954,0.0,0.0447568197465977,0.0
enzo ebosse,G38,Udinese,D,0.4700532412145431,0.0,0.0,0,0.0470053241214543,0.0,0.0235026620607271,0.0
festy ebosele,G38,Udinese,D,5.552815314853555,0.0,0.0,0,0.5552815314853554,0.0,0.2776407657426777,0.0
hassane kamara,G38,Udinese,D,6.871374291008642,0.0219,0.0611,0,0.6871374291008643,0.0,0.3684687145504321,0.0
jaka bijol,G38,Udinese,D,7.025523494026534,0.0,0.0,0,0.7025523494026534,0.0,0.3512761747013267,0.0
james abankwah,G38,Udinese,D,0.4700532412145431,0.0,0.0,0,0.0470053241214543,0.0,0.0235026620607271,0.0
joao ferreira,G38,Udinese,D,6.761606872714297,0.0,0.0,0,0.6761606872714296,0.0,0.3380803436357148,0.0
jordan zemura,G38,Udinese,D,5.511032956814196,0.0219,0.0611,0,0.5511032956814196,0.0,0.3004516478407097,0.0
kingsley ehizibue,G38,Udinese,D,5.274571731267931,0.0,0.0,0,0.5274571731267932,0.0,0.2637285865633966,0.0
lautaro gianetti,G38,Udinese,D,0.3606779717906606,0.0219,0.0611,0,0.036067797179066,0.0,0.042933898589533,0.0
nehuen perez,G38,Udinese,D,7.698919529223019,0.0475,0.0736,0,0.769891952922302,0.0,0.421275976461151,0.0
samuel john nwachukwu,G38,Udinese,D,0.4700532412145431,0.0,0.0,0,0.0470053241214543,0.0,0.0235026620607271,0.0
thomas kristensen,G38,Udinese,D,7.168827623322794,0.0,0.0,0,0.7168827623322793,0.0,0.3584413811661396,0.0
bruno amione,G38,Verona,D,0.372396750657505,0.0,0.0,0,0.0372396750657505,0.0,0.0186198375328752,0.0
christian corradi,G38,Verona,D,0.4179697795841228,0.0,0.0,0,0.0417969779584122,0.0,0.0208984889792061,0.0
denis cazzadori,G38,Verona,D,0.4179697795841228,0.0,0.0,0,0.0417969779584122,0.0,0.0208984889792061,0.0
diego coppola,G38,Verona,D,6.583032480590638,0.0475,0.105,0,0.6583032480590638,0.0,0.3749016240295319,0.0
fabien centonze,G38,Verona,D,0.4388031642362908,0.0,0.0,0,0.043880316423629,0.0,0.0219401582118145,0.0
federico ceccherini,G38,Verona,D,0.4179697795841228,0.0,0.0,0,0.0417969779584122,0.0,0.0208984889792061,0.0
giangiacomo magnani,G38,Verona,D,7.1264186773811256,0.0,0.0,0,0.7126418677381126,0.0,0.3563209338690563,0.0
juan cabal,G38,Verona,D,6.364828627726462,0.0,0.0,0,0.6364828627726462,0.0,0.3182414313863231,0.0
marco davide faraoni,G38,Verona,D,5.908289065024308,0.0,0.0,0,0.5908289065024308,0.0,0.2954144532512154,0.0
nicolo calabrese,G38,Verona,D,0.4179697795841228,0.0,0.0,0,0.0417969779584122,0.0,0.0208984889792061,0.0
pawel dawidowicz,G38,Verona,D,7.352442397522099,0.0,0.0,0,0.7352442397522099,0.0,0.3676221198761049,0.0
ruben vinagre,G38,Verona,D,0.4427094238585724,0.0,0.0,0,0.0442709423858572,0.0,0.0221354711929286,0.0
ismael bennacer,G38,AC Milan,C,5.675288074386936,0.2637,0.125,2,0.5675288074386936,0.6666666666666666,0.5337077370526802,1.0
kevin zeroli,G38,AC Milan,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
luka romero,G38,AC Milan,C,0.0334866218321024,0.0,0.0,0,0.0033486621832102,0.0,0.0016743310916051,0.0
rade krunic,G38,AC Milan,C,0.1387302904472816,0.0,0.0,0,0.0138730290447281,0.0,0.006936514522364,0.0
ruben loftus-cheek,G38,AC Milan,C,5.879509444111052,0.1374,0.1236,0,0.5879509444111052,0.0,0.3722754722055525,0.0
tijjani reijnders,G38,AC Milan,C,7.374313759986805,0.077,0.1003,1,0.7374313759986805,0.3333333333333333,0.4885723546660069,1.0
tommaso pobega,G38,AC Milan,C,0.1020544665359313,0.0,0.0,0,0.0102054466535931,0.0,0.0051027233267965,0.0
victor eletu,G38,AC Milan,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
yacine adli,G38,AC Milan,C,6.420345786191055,0.0219,0.0611,0,0.6420345786191055,0.0,0.3459172893095527,0.0
yunus musah,G38,AC Milan,C,4.67621181574357,0.0,0.0,0,0.467621181574357,0.0,0.2338105907871785,0.0
davide zappacosta,G38,Atalanta,C,4.999450385124126,0.0475,0.0736,0,0.4999450385124125,0.0,0.2863025192562063,0.0
ederson,G38,Atalanta,C,6.047737755632112,0.1651,0.1236,0,0.6047737755632112,0.0,0.3889968877816055,0.0
mario pasalic,G38,Atalanta,C,7.367436611029462,0.1603,0.1463,0,0.7367436611029462,0.0,0.4603518305514731,1.0
marten de roon,G38,Atalanta,C,5.402941797835493,0.0,0.0,0,0.5402941797835493,0.0,0.2701470898917746,0.0
michel ndary adopo,G38,Atalanta,C,0.1913521247548712,0.0,0.0,0,0.0191352124754871,0.0,0.0095676062377435,0.0
teun koopmeiners,G38,Atalanta,C,8.678701709568648,0.3664,0.2278,1,0.8678701709568648,0.3333333333333333,0.678861752145099,1.0
giovanni fabbian,G38,Bologna,C,4.861222912373084,0.1887,0.1236,0,0.4861222912373084,0.0,0.3367511456186542,0.0
kacper urbanski,G38,Bologna,C,4.425946937535791,0.0,0.0,0,0.442594693753579,0.0,0.2212973468767895,0.0
lewis ferguson,G38,Bologna,C,7.006488504037295,0.1887,0.1236,0,0.7006488504037295,0.0,0.4440144252018647,0.0
michel aebischer,G38,Bologna,C,5.320367732114135,0.0,0.0,0,0.5320367732114135,0.0,0.2660183866057067,0.0
nicolas dominguez,G38,Bologna,C,0.0924868602981877,0.0,0.0,0,0.0092486860298187,0.0,0.0046243430149093,0.0
niklas pyyhtia,G38,Bologna,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
nikola moro,G38,Bologna,C,4.525944488037703,0.0219,0.0611,0,0.4525944488037702,0.0,0.2511972244018851,0.0
oussama el azzouzi,G38,Bologna,C,0.4177854723814689,0.0475,0.105,0,0.0417785472381468,0.0,0.0666392736190734,0.0
remo freuler,G38,Bologna,C,5.781805983920597,0.0219,0.0611,0,0.5781805983920597,0.0,0.3139902991960298,0.0
alessandro deiola,G38,Cagliari,C,3.409035605203178,0.0,0.0486,0,0.3409035605203178,0.0,0.1850317802601589,0.0
antoine makoumbou,G38,Cagliari,C,4.907186937647034,0.0,0.0,0,0.4907186937647034,0.0,0.2453593468823517,0.0
christos kourfalidis,G38,Cagliari,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
gaetano oristanio,G38,Cagliari,C,3.897394104297538,0.0219,0.0611,0,0.3897394104297538,0.0,0.2197697052148769,0.0
gianluca gaetano,G38,Cagliari,C,4.906114284579282,0.1374,0.155,0,0.4906114284579281,0.0,0.3330257142289641,0.0
ibrahim sulemana,G38,Cagliari,C,3.9219479982005527,0.0475,0.0736,0,0.3921947998200553,0.0,0.2324273999100276,0.0
jakub jankto,G38,Cagliari,C,0.5007047264419131,0.0219,0.0611,0,0.0500704726441913,0.0,0.0499352363220956,0.0
marco mancosu,G38,Cagliari,C,0.1690277102001363,0.0,0.0,0,0.0169027710200136,0.0,0.0084513855100068,0.0
marko rog,G38,Cagliari,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
matteo prati,G38,Cagliari,C,4.322342363278718,0.1109,0.0898,1,0.4322342363278718,0.3333333333333333,0.3429937848306025,2.0
nahitan nandez,G38,Cagliari,C,5.381050385756043,0.0475,0.0878,1,0.5381050385756043,0.3333333333333333,0.3763091859544688,2.0
nicolas viola,G38,Cagliari,C,5.512699491542781,0.1265,0.1111,0,0.5512699491542781,0.0,0.346914974577139,0.0
nunzio lella,G38,Cagliari,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
alberto cerri,G38,Empoli,C,0.2726767777756915,0.0,0.0,0,0.0272676777775691,0.0,0.0136338388887845,0.0
alberto grassi,G38,Empoli,C,4.0675161074040975,0.0,0.0,0,0.4067516107404098,0.0,0.2033758053702049,0.0
alessandro sodero,G38,Empoli,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
filippo ranocchia,G38,Empoli,C,0.1451086946057773,0.0,0.0,0,0.0145108694605777,0.0,0.0072554347302888,0.0
giovanni crociata,G38,Empoli,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
iwo kaczmarski,G38,Empoli,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
jacopo fazzini,G38,Empoli,C,4.195318731867274,0.0219,0.0611,0,0.4195318731867273,0.0,0.2346659365933636,0.0
liam henderson,G38,Empoli,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
lorenzo ignacchiti,G38,Empoli,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
luca belardinelli,G38,Empoli,C,0.0558110363868374,0.0,0.0,0,0.0055811036386837,0.0,0.0027905518193418,0.0
nicolas haas,G38,Empoli,C,0.0287028187132306,0.0,0.0,0,0.002870281871323,0.0,0.0014351409356615,0.0
razvan marin,G38,Empoli,C,5.358576940183092,0.0,0.0,0,0.5358576940183092,0.0,0.2679288470091546,0.0
